Subject Path: /work/pl/sch/analysis/data/COBRE001/swaAMAYER+cobre01_63001+M87100944+20110309at135133+RSTpre_V01_R01+CM.nii
[1, 53, 1, 1, 1] 0 (1, 53, 53)
[1, 53, 63, 1, 1] 1 (53, 63, 63)
[1, 53, 63, 63, 1] 2 (63, 46, 63)
ranks: [1, 53, 63, 63, 1]
A Tensor Train variable of shape (53, 63, 46, 144), TT-ranks: (1, 53, 63, 63, 1)
[1, 53, 1, 1, 1] 0 (1, 53, 53)
[1, 53, 63, 1, 1] 1 (53, 63, 63)
[1, 53, 63, 63, 1] 2 (63, 46, 63)
ranks: [1, 53, 63, 63, 1]
(25312950000000.0, 2, 0.10528759, 0.10531549, 0.000836007)
(25272638000000.0, 3, 0.10520372, 0.1052313, 0.00079722644)
(25231750000000.0, 4, 0.10511858, 0.105146736, 0.00080992136)
(25191097000000.0, 5, 0.10503387, 0.10506251, 0.0008065313)
(25151272000000.0, 6, 0.10495081, 0.1049784, 0.0007914096)
(25110850000000.0, 7, 0.10486644, 0.10489424, 0.0008045508)
(25070674000000.0, 8, 0.104782514, 0.10481016, 0.00080092886)
(25030904000000.0, 9, 0.10469937, 0.1047264, 0.0007940929)
(24990555000000.0, 10, 0.10461495, 0.10464248, 0.0008069834)
(24950780000000.0, 11, 0.10453166, 0.10455855, 0.00079679245)
(24910213000000.0, 12, 0.10444665, 0.10447466, 0.0008139191)
(24870067000000.0, 13, 0.10436245, 0.10439087, 0.0008067941)
(24830039000000.0, 14, 0.10427843, 0.10430701, 0.0008057294)
(24790664000000.0, 15, 0.10419572, 0.104223505, 0.000793784)
(24750772000000.0, 16, 0.10411186, 0.10413988, 0.0008055157)
(24711241000000.0, 17, 0.10402868, 0.104056716, 0.0007995707)
(24671628000000.0, 18, 0.10394526, 0.10397356, 0.00080250605)
(24632088000000.0, 19, 0.10386194, 0.103890575, 0.0008022173)
(24592960000000.0, 20, 0.10377941, 0.103808075, 0.0007952452)
(24553732000000.0, 21, 0.103696615, 0.103725, 0.0007984668)
(24514797000000.0, 22, 0.10361436, 0.10364217, 0.00079385145)
(24475790000000.0, 23, 0.1035319, 0.10355955, 0.00079649873)
(24436479000000.0, 24, 0.10344872, 0.10347647, 0.00080405327)
(24397537000000.0, 25, 0.103366256, 0.10339371, 0.0007977751)
(24358454000000.0, 26, 0.103283435, 0.103310995, 0.0008018774)
(24319720000000.0, 27, 0.10320128, 0.10322868, 0.00079609046)
(24280847000000.0, 28, 0.10311877, 0.103146374, 0.00080012326)
(24242160000000.0, 29, 0.10303659, 0.10306415, 0.0007975798)
(24203520000000.0, 30, 0.10295444, 0.10298168, 0.00079792674)
(24165017000000.0, 31, 0.10287251, 0.10289972, 0.0007963895)
(24126316000000.0, 32, 0.10279011, 0.10281762, 0.0008016668)
(24087661000000.0, 33, 0.10270773, 0.10273533, 0.0008020922)
(24049570000000.0, 34, 0.10262649, 0.10265319, 0.00079161953)
(24010992000000.0, 35, 0.102544144, 0.10257126, 0.0008030085)
(23972574000000.0, 36, 0.102462076, 0.10248907, 0.00080096116)
(23933827000000.0, 37, 0.10237924, 0.10240714, 0.000809105)
(23895220000000.0, 38, 0.10229663, 0.102325484, 0.00080757344)
(23856962000000.0, 39, 0.1022147, 0.102243885, 0.00080151466)
(23819748000000.0, 40, 0.10213495, 0.10216245, 0.0007808396)
(23781480000000.0, 41, 0.102052875, 0.10208097, 0.0008042458)
(23743554000000.0, 42, 0.10197147, 0.10199932, 0.00079831196)
(23705179000000.0, 43, 0.10188903, 0.101917915, 0.00080912217)
(23667273000000.0, 44, 0.101807535, 0.10183652, 0.00080047565)
(23629656000000.0, 45, 0.1017266, 0.101755366, 0.0007956194)
(23592205000000.0, 46, 0.10164595, 0.101674065, 0.00079346535)
(23554320000000.0, 47, 0.1015643, 0.10159302, 0.00080385985)
(23517087000000.0, 48, 0.101484, 0.10151195, 0.00079128094)
(23479347000000.0, 49, 0.101402536, 0.101431176, 0.0008033788)
(23441724000000.0, 50, 0.101321265, 0.10135051, 0.0008021113)
(23404330000000.0, 51, 0.10124041, 0.101269774, 0.0007986307)
(23367306000000.0, 52, 0.10116031, 0.101188906, 0.0007918243)
(23329644000000.0, 53, 0.10107875, 0.10110808, 0.0008069105)
(23292595000000.0, 54, 0.10099846, 0.10102754, 0.0007949374)
(23255763000000.0, 55, 0.100918576, 0.10094691, 0.00079158)
(23218839000000.0, 56, 0.10083842, 0.10086655, 0.0007948691)
(23181868000000.0, 57, 0.10075811, 0.10078601, 0.0007970555)
